"","X1","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"195",NA,"MERCED","2018-Q1",247450,"2018-01-01",995.989206494323,197960,284.5675,1280.55670649432,51222.2682597729,0.40350107558644
"196",NA,"MILL VALLEY","2018-Q1",1425000,"2018-01-01",5735.64202567957,1140000,1638.75,7374.39202567957,294975.681027183,0.291873326598169
"197",NA,"MILLBRAE","2018-Q1",1728000,"2018-01-01",6955.2206458767,1382400,1987.2,8942.4206458767,357696.825835068,0.108370892400554
"198",NA,"MILPITAS","2018-Q1",1100000,"2018-01-01",4427.51314262984,880000,1265,5692.51314262984,227700.525705194,0.182957939999304
"199",NA,"MISSION VIEJO","2018-Q1",685000,"2018-01-01",2757.13318427404,548000,787.75,3544.88318427404,141795.327370962,0.357975935258915
"200",NA,"MODESTO","2018-Q1",280000,"2018-01-01",1127.00334539669,224000,322,1449.00334539669,57960.1338158675,0.497820978896131
"201",NA,"MONROVIA","2018-Q1",617500,"2018-01-01",2485.44487779448,494000,710.125,3195.56987779448,127822.795111779,0.264267432470811
"202",NA,"MONTCLAIR","2018-Q1",410000,"2018-01-01",1650.25489861658,328000,471.5,2121.75489861658,84870.1959446631,0.282143497585156
"203",NA,"MONTEREY","2018-Q1",775000,"2018-01-01",3119.38425958012,620000,891.25,4010.63425958012,160425.370383205,0.175818574141789
"204",NA,"MONTEREY PARK","2018-Q1",659999,"2018-01-01",2656.50386056596,527999.2,758.99885,3415.50271056596,136620.108422638,0.190444863740038
"205",NA,"MOORPARK","2018-Q1",705000,"2018-01-01",2837.63342323095,564000,810.75,3648.38342323095,145935.336929238,0.368153201550028
"206",NA,"MORAGA","2018-Q1",1215000,"2018-01-01",4890.38951663206,972000,1397.25,6287.63951663206,251505.580665282,0.327096899548294
"207",NA,"MORENO VALLEY","2018-Q1",316000,"2018-01-01",1271.90377551912,252800,363.4,1635.30377551912,65412.1510207648,0.468310146788863
"208",NA,"MORGAN HILL","2018-Q1",875000,"2018-01-01",3521.88545436465,7e+05,1006.25,4528.13545436465,181125.418174586,0.281068938361705
"209",NA,"MORRO BAY","2018-Q1",699500,"2018-01-01",2815.4958575178,559600,804.425,3619.9208575178,144796.834300712,0.112979000680694
"210",NA,"MOUNTAIN HOUSE","2018-Q1",565000,"2018-01-01",2274.1317505326,452000,649.75,2923.8817505326,116955.270021304,0.483639322981552
"211",NA,"MOUNTAIN VIEW","2018-Q1",1680000,"2018-01-01",6762.02007238013,1344000,1932,8694.02007238012,347760.802895205,0.172105723416824
"212",NA,"MURRIETA","2018-Q1",420000,"2018-01-01",1690.50501809503,336000,483,2173.50501809503,86940.2007238012,0.4678938206612
"213",NA,"NAPA","2018-Q1",674000,"2018-01-01",2712.85805284774,539200,775.1,3487.95805284774,139518.32211391,0.245490988364151
"214",NA,"NATIONAL CITY","2018-Q1",411000,"2018-01-01",1654.27991056442,328800,472.65,2126.92991056442,85077.1964225769,0.232074841807223
"215",NA,"NEVADA CITY","2018-Q1",457500,"2018-01-01",1841.44296613923,366000,526.125,2367.56796613923,94702.7186455692,0.249930382590328
"216",NA,"NEWARK","2018-Q1",930000,"2018-01-01",3743.26111149614,744000,1069.5,4812.76111149614,192510.444459846,0.166403318424705
"217",NA,"NEWMAN","2018-Q1",268600,"2018-01-01",1081.11820919125,214880,308.89,1390.00820919125,55600.32836765,0.509702664909772
"218",NA,"NEWPORT BEACH","2018-Q1",2050000,"2018-01-01",8251.27449308289,1640000,2357.5,10608.7744930829,424350.979723316,0.162158719599092
"219",NA,"NIPOMO","2018-Q1",602500,"2018-01-01",2425.0696985768,482000,692.875,3117.9446985768,124717.787943072,0.261130988310945
"220",NA,"NORCO","2018-Q1",562500,"2018-01-01",2264.06922066299,450000,646.875,2910.94422066299,116437.76882652,0.409813487892003
"221",NA,"NORTH HIGHLANDS","2018-Q1",245000,"2018-01-01",986.127927222102,196000,281.75,1267.8779272221,50715.1170888841,0.420635167271308
"222",NA,"NORTH TUSTIN","2018-Q1",1100000,"2018-01-01",4427.51314262984,880000,1265,5692.51314262984,227700.525705194,0.269087567581472
"223",NA,"NORWALK","2018-Q1",460000,"2018-01-01",1851.50549600884,368000,529,2380.50549600884,95220.2198403537,0.305569616123719
"224",NA,"NOVATO","2018-Q1",890000,"2018-01-01",3582.26063358233,712000,1023.5,4605.76063358233,184230.425343293,0.207782511989063
"225",NA,"OAK HILLS","2018-Q1",407500,"2018-01-01",1640.19236874697,326000,468.625,2108.81736874697,84352.6947498786,0.432543127301501
"226",NA,"OAKDALE","2018-Q1",349000,"2018-01-01",1404.72916979801,279200,401.35,1806.07916979801,72243.1667919206,0.437891144815645
"227",NA,"OAKHURST","2018-Q1",293500,"2018-01-01",1181.3410066926,234800,337.525,1518.8660066926,60754.640267704,0.393230313427132
"228",NA,"OAKLAND","2018-Q1",670635.5,"2018-01-01",2699.31590014922,536508.4,771.230825,3470.54672514922,138821.869005969,0.228123843202736
"229",NA,"OAKLEY","2018-Q1",465000,"2018-01-01",1871.63055574807,372000,534.75,2406.38055574807,96255.2222299228,0.477886984931349
"230",NA,"OCEANSIDE","2018-Q1",513500,"2018-01-01",2066.84363521857,410800,590.525,2657.36863521857,106294.745408743,0.277468548562364
"231",NA,"OJAI","2018-Q1",725000,"2018-01-01",2918.13366218785,580000,833.75,3751.88366218785,150075.346487514,0.218196007754425
"232",NA,"OLIVEHURST","2018-Q1",2e+05,"2018-01-01",805.002389569062,160000,230,1035.00238956906,41400.0955827625,0.600368127693631
"233",NA,"ONTARIO","2018-Q1",405000,"2018-01-01",1630.12983887735,324000,465.75,2095.87983887735,83835.1935550941,0.324430895484113
"234",NA,"ORANGE","2018-Q1",670000,"2018-01-01",2696.75800505636,536000,770.5,3467.25800505636,138690.320202254,0.263547648117768
"235",NA,"ORANGEVALE","2018-Q1",375000,"2018-01-01",1509.37948044199,3e+05,431.25,1940.62948044199,77625.1792176797,0.529524034595839
"236",NA,"ORINDA","2018-Q1",1375000,"2018-01-01",5534.3914282873,1100000,1581.25,7115.6414282873,284625.657131492,0.389082665196354
"237",NA,"OROVILLE","2018-Q1",179000,"2018-01-01",720.477138664311,143200,205.85,926.327138664311,37053.0855465724,0.518976060379574
"238",NA,"OXNARD","2018-Q1",480000,"2018-01-01",1932.00573496575,384000,552,2484.00573496575,99360.22939863,0.316040723959214
"239",NA,"PACIFIC GROVE","2018-Q1",9e+05,"2018-01-01",3622.51075306078,720000,1035,4657.51075306078,186300.430122431,0.168919736896764
"240",NA,"PACIFICA","2018-Q1",1010000,"2018-01-01",4065.26206732377,808000,1161.5,5226.76206732377,209070.482692951,0.197785608393912
"241",NA,"PALM DESERT","2018-Q1",348000,"2018-01-01",1400.70415785017,278400,400.2,1800.90415785017,72036.1663140068,0.450973545619642
"242",NA,"PALM SPRINGS","2018-Q1",377500,"2018-01-01",1519.44201031161,302000,434.125,1953.56701031161,78142.6804124642,0.345099920760447
"243",NA,"PALMDALE","2018-Q1",305000,"2018-01-01",1227.62864409282,244000,350.75,1578.37864409282,63135.1457637128,0.46665143813734
"244",NA,"PALO ALTO","2018-Q1",3100000,"2018-01-01",12477.5370383205,2480000,3565,16042.5370383205,641701.481532819,0
"245",NA,"PALOS VERDES ESTATES","2018-Q1",1680000,"2018-01-01",6762.02007238013,1344000,1932,8694.02007238012,347760.802895205,0.334611374459101
"246",NA,"PARADISE","2018-Q1",265000,"2018-01-01",1066.62816617901,212000,304.75,1371.37816617901,54855.1266471603,0.484759697736781
"247",NA,"PASADENA","2018-Q1",777500,"2018-01-01",3129.44678944973,622000,894.125,4023.57178944973,160942.871577989,0.231429130819647
"248",NA,"PATTERSON","2018-Q1",347500,"2018-01-01",1398.69165187625,278000,399.625,1798.31665187625,71932.6660750498,0.410024684282006
"249",NA,"PENN VALLEY","2018-Q1",360000,"2018-01-01",1449.00430122431,288000,414,1863.00430122431,74520.1720489725,0.387326718641568
"250",NA,"PERRIS","2018-Q1",308000,"2018-01-01",1239.70367993636,246400,354.2,1593.90367993636,63756.1471974542,0.426893179849865
"251",NA,"PETALUMA","2018-Q1",750000,"2018-01-01",3018.75896088398,6e+05,862.5,3881.25896088398,155250.358435359,0.233427885782149
"252",NA,"PHELAN","2018-Q1",276000,"2018-01-01",1110.90329760531,220800,317.4,1428.30329760531,57132.1319042123,0.539731487585921
"253",NA,"PICO RIVERA","2018-Q1",467000,"2018-01-01",1879.68057964376,373600,537.05,2416.73057964376,96669.2231857504,0.271893567972854
"254",NA,"PINOLE","2018-Q1",595000,"2018-01-01",2394.88210896796,476000,684.25,3079.13210896796,123165.284358718,0.3114816162686
"255",NA,"PISMO BEACH","2018-Q1",887000,"2018-01-01",3570.18559773879,709600,1020.05,4590.23559773879,183609.423909552,0.15172180071635
"256",NA,"PITTSBURG","2018-Q1",440000,"2018-01-01",1771.00525705194,352000,506,2277.00525705194,91080.2102820775,0.373768962536034
"257",NA,"PLACENTIA","2018-Q1",655000,"2018-01-01",2636.38282583868,524000,753.25,3389.63282583868,135585.313033547,0.289065525692541
"258",NA,"PLACERVILLE","2018-Q1",4e+05,"2018-01-01",1610.00477913812,320000,460,2070.00477913812,82800.191165525,0.340055778161955
"259",NA,"PLEASANT HILL","2018-Q1",737475,"2018-01-01",2968.34568623722,589980,848.09625,3816.44193623722,152657.677449489,0.277551867421881
"260",NA,"PLEASANTON","2018-Q1",1100000,"2018-01-01",4427.51314262984,880000,1265,5692.51314262984,227700.525705194,0.28745450625458
"261",NA,"PLUMAS LAKE","2018-Q1",304500,"2018-01-01",1225.6161381189,243600,350.175,1575.7911381189,63031.6455247559,0.686864730235966
"262",NA,"POLLOCK PINES","2018-Q1",307950,"2018-01-01",1239.50242933896,246360,354.1425,1593.64492933896,63745.7971735586,0.508150306380666
"263",NA,"POMONA","2018-Q1",396000,"2018-01-01",1593.90473134674,316800,455.4,2049.30473134674,81972.1892538698,0.332159034851553
"264",NA,"PORTERVILLE","2018-Q1",205000,"2018-01-01",825.127449308289,164000,235.75,1060.87744930829,42435.0979723316,0.495505332270242
"265",NA,"POWAY","2018-Q1",739500,"2018-01-01",2976.49633543161,591600,850.425,3826.92133543161,153076.853417264,0.320333775973206
"266",NA,"RAMONA","2018-Q1",521375,"2018-01-01",2098.54060430785,417100,599.58125,2698.12185430785,107924.874172314,0.310153378261698
"267",NA,"RANCHO CORDOVA","2018-Q1",360000,"2018-01-01",1449.00430122431,288000,414,1863.00430122431,74520.1720489725,0.418409265373229
"268",NA,"RANCHO CUCAMONGA","2018-Q1",495000,"2018-01-01",1992.38091418343,396000,569.25,2561.63091418343,102465.236567337,0.408888276948391
"269",NA,"RANCHO MIRAGE","2018-Q1",5e+05,"2018-01-01",2012.50597392266,4e+05,575,2587.50597392266,103500.238956906,0.391340505139707
"270",NA,"RANCHO PALOS VERDES","2018-Q1",1300000,"2018-01-01",5232.51553219891,1040000,1495,6727.51553219891,269100.621287956,0.20815823587061
"271",NA,"RANCHO SANTA FE","2018-Q1",2300000,"2018-01-01",9257.52748004422,1840000,2645,11902.5274800442,476101.099201769,0.158611237519278
"272",NA,"RANCHO SANTA MARGARITA","2018-Q1",650000,"2018-01-01",2616.25776609945,520000,747.5,3363.75776609945,134550.310643978,0.424565035060657
"273",NA,"REDDING","2018-Q1",260000,"2018-01-01",1046.50310643978,208000,299,1345.50310643978,53820.1242575912,0.466346651094773
"274",NA,"REDLANDS","2018-Q1",435000,"2018-01-01",1750.88019731271,348000,500.25,2251.13019731271,90045.2078925084,0.417851534812786
"275",NA,"REDONDO BEACH","2018-Q1",1100000,"2018-01-01",4427.51314262984,880000,1265,5692.51314262984,227700.525705194,0.190320994420505
"276",NA,"REDWOOD CITY","2018-Q1",1692175,"2018-01-01",6811.02459284514,1353740,1946.00125,8757.02584284514,350281.033713806,0.127362739377333
"277",NA,"REEDLEY","2018-Q1",211000,"2018-01-01",849.277520995361,168800,242.65,1091.92752099536,43677.1008398144,0.560629806257904
"278",NA,"RIALTO","2018-Q1",352500,"2018-01-01",1418.81671161547,282000,405.375,1824.19171161547,72967.6684646189,0.386454043416389
"279",NA,"RICHMOND","2018-Q1",5e+05,"2018-01-01",2012.50597392266,4e+05,575,2587.50597392266,103500.238956906,0.262087527290206
"280",NA,"RIO LINDA","2018-Q1",291500,"2018-01-01",1173.29098279691,233200,335.225,1508.51598279691,60340.6393118763,0.495559703221016
"281",NA,"RIO VISTA","2018-Q1",369950,"2018-01-01",1489.05317010537,295960,425.4425,1914.49567010537,76579.8268042149,0.397288729185506
"282",NA,"RIPON","2018-Q1",511000,"2018-01-01",2056.78110534895,408800,587.65,2644.43110534895,105777.244213958,0.431577966451401
"283",NA,"RIVERBANK","2018-Q1",314000,"2018-01-01",1263.85375162343,251200,361.1,1624.95375162343,64998.1500649371,0.550261325216738
"284",NA,"RIVERSIDE","2018-Q1",390000,"2018-01-01",1569.75465965967,312000,448.5,2018.25465965967,80730.1863863869,0.391492875475953
"285",NA,"ROCKLIN","2018-Q1",467500,"2018-01-01",1881.69308561768,374000,537.625,2419.31808561768,96772.7234247074,0.475443686448952
"286",NA,"ROHNERT PARK","2018-Q1",535000,"2018-01-01",2153.38139209724,428000,615.25,2768.63139209724,110745.25568389,0.235440486839104
"287",NA,"ROSAMOND","2018-Q1",243000,"2018-01-01",978.077903326411,194400,279.45,1257.52790332641,50301.1161330564,0.59955207470038
"288",NA,"ROSEVILLE","2018-Q1",439950,"2018-01-01",1770.80400645454,351960,505.9425,2276.74650645454,91069.8602581818,0.480413917654974
"289",NA,"ROWLAND HEIGHTS","2018-Q1",620000,"2018-01-01",2495.50740766409,496000,713,3208.50740766409,128340.296306564,0.230585837303467
"290",NA,"RUNNING SPRINGS","2018-Q1",214000,"2018-01-01",861.352556838897,171200,246.1,1107.4525568389,44298.1022735559,0.684250641413863
"291",NA,"SACRAMENTO","2018-Q1",315000,"2018-01-01",1267.87876357127,252000,362.25,1630.12876357127,65205.1505428509,0.457374405737715
"292",NA,"SALIDA","2018-Q1",315000,"2018-01-01",1267.87876357127,252000,362.25,1630.12876357127,65205.1505428509,0.600355928357234
"293",NA,"SALINAS","2018-Q1",465000,"2018-01-01",1871.63055574807,372000,534.75,2406.38055574807,96255.2222299228,0.246462546936686
"294",NA,"SAN ANSELMO","2018-Q1",1455000,"2018-01-01",5856.39238411493,1164000,1673.25,7529.64238411493,301185.695364597,0.185871236957988
"295",NA,"SAN BERNARDINO","2018-Q1",260000,"2018-01-01",1046.50310643978,208000,299,1345.50310643978,53820.1242575912,0.376894707994179
"296",NA,"SAN BRUNO","2018-Q1",966500,"2018-01-01",3890.17404759249,773200,1111.475,5001.64904759249,200065.9619037,0.153667431864325
"297",NA,"SAN CARLOS","2018-Q1",1780000,"2018-01-01",7164.52126716466,1424000,2047,9211.52126716466,368460.850686586,0.228583970757386
"298",NA,"SAN CLEMENTE","2018-Q1",989500,"2018-01-01",3982.74932239294,791600,1137.925,5120.67432239294,204826.972895717,0.252185449393788
"299",NA,"SAN DIEGO","2018-Q1",579000,"2018-01-01",2330.48191780244,463200,665.85,2996.33191780244,119853.276712097,0.299640234222871
"300",NA,"SAN DIMAS","2018-Q1",590000,"2018-01-01",2374.75704922873,472000,678.5,3053.25704922873,122130.281969149,0.334344040231029
"301",NA,"SAN FRANCISCO","2018-Q1",1320000,"2018-01-01",5313.01577115581,1056000,1518,6831.01577115581,273240.630846232,0.167745826286002
"302",NA,"SAN GABRIEL","2018-Q1",787000,"2018-01-01",3167.68440295426,629600,905.05,4072.73440295426,162909.37611817,0.121634727557425
"303",NA,"SAN JACINTO","2018-Q1",287000,"2018-01-01",1155.1784290316,229600,330.05,1485.2284290316,59409.1371612642,0.420709636211664
"304",NA,"SAN JOSE","2018-Q1",1050000,"2018-01-01",4226.26254523758,840000,1207.5,5433.76254523758,217350.501809503,0.185972376881649
"305",NA,"SAN JUAN CAPISTRANO","2018-Q1",945000,"2018-01-01",3803.63629071382,756000,1086.75,4890.38629071382,195615.451628553,0.201521567296942
"306",NA,"SAN LEANDRO","2018-Q1",665000,"2018-01-01",2676.63294531713,532000,764.75,3441.38294531713,137655.317812685,0.216212005967356
"307",NA,"SAN LORENZO","2018-Q1",651000,"2018-01-01",2620.2827780473,520800,748.65,3368.9327780473,134757.311121892,0.266711567295806
"308",NA,"SAN LUIS OBISPO","2018-Q1",694225,"2018-01-01",2794.26391949291,555380,798.35875,3592.62266949291,143704.906779716,0.168275435708342
"309",NA,"SAN MARCOS","2018-Q1",585000,"2018-01-01",2354.63198948951,468000,672.75,3027.38198948951,121095.27957958,0.261590775750928
"310",NA,"SAN MATEO","2018-Q1",1359000,"2018-01-01",5469.99123712178,1087200,1562.85,7032.84123712178,281313.649484871,0.144176783562969
"311",NA,"SAN PABLO","2018-Q1",420000,"2018-01-01",1690.50501809503,336000,483,2173.50501809503,86940.2007238012,0.251060061777144
"312",NA,"SAN RAFAEL","2018-Q1",950000,"2018-01-01",3823.76135045305,760000,1092.5,4916.26135045305,196650.454018122,0.209273090684528
"313",NA,"SAN RAMON","2018-Q1",985000,"2018-01-01",3964.63676862763,788000,1132.75,5097.38676862763,203895.470745105,0.339637118272283
"314",NA,"SANGER","2018-Q1",240000,"2018-01-01",966.002867482875,192000,276,1242.00286748287,49680.114699315,0.495885668284132
"315",NA,"SANTA ANA","2018-Q1",505000,"2018-01-01",2032.63103366188,404000,580.75,2613.38103366188,104535.241346475,0.211207790444657
"316",NA,"SANTA BARBARA","2018-Q1",1290000,"2018-01-01",5192.26541272045,1032000,1483.5,6675.76541272045,267030.616508818,0.0876815604009094
"317",NA,"SANTA CLARA","2018-Q1",1427500,"2018-01-01",5745.70455554918,1142000,1641.625,7387.32955554918,295493.182221967,0.133109463664541
"318",NA,"SANTA CLARITA","2018-Q1",5e+05,"2018-01-01",2012.50597392266,4e+05,575,2587.50597392266,103500.238956906,0.471498929111159
"319",NA,"SANTA CRUZ","2018-Q1",877000,"2018-01-01",3529.93547826034,701600,1008.55,4538.48547826034,181539.419130414,0.125517426539333
"320",NA,"SANTA MARIA","2018-Q1",391126.5,"2018-01-01",1574.28883561892,312901.2,449.795475,2024.08431061892,80963.3724247568,0.352320255938335
"321",NA,"SANTA PAULA","2018-Q1",427450,"2018-01-01",1720.49135710648,341960,491.5675,2212.05885710648,88482.3542842592,0.321376221101278
"322",NA,"SANTA ROSA","2018-Q1",620000,"2018-01-01",2495.50740766409,496000,713,3208.50740766409,128340.296306564,0.212572474009711
"323",NA,"SANTEE","2018-Q1",481500,"2018-01-01",1938.04325288752,385200,553.725,2491.76825288752,99670.7301155007,0.415049485436173
"324",NA,"SARATOGA","2018-Q1",2750000,"2018-01-01",11068.7828565746,2200000,3162.5,14231.2828565746,569251.314262984,0
"325",NA,"SCOTTS VALLEY","2018-Q1",899000,"2018-01-01",3618.48574111294,719200,1033.85,4652.33574111294,186093.429644517,0.24533968385447
"326",NA,"SEAL BEACH","2018-Q1",970000,"2018-01-01",3904.26158940995,776000,1115.5,5019.76158940995,200790.463576398,0.130927348885888
"327",NA,"SEASIDE","2018-Q1",515000,"2018-01-01",2072.88115314034,412000,592.25,2665.13115314034,106605.246125613,0.228418240094733
"328",NA,"SEBASTOPOL","2018-Q1",815000,"2018-01-01",3280.38473749393,652000,937.25,4217.63473749393,168705.389499757,0.176912339364151
"329",NA,"SELMA","2018-Q1",227500,"2018-01-01",915.690218134808,182000,261.625,1177.31521813481,47092.6087253923,0.515404425997578
"330",NA,"SHASTA LAKE","2018-Q1",215000,"2018-01-01",865.377568786742,172000,247.25,1112.62756878674,44505.1027514697,0.527987061232745
"331",NA,"SHINGLE SPRINGS","2018-Q1",543000,"2018-01-01",2185.58148768,434400,624.45,2810.03148768,112401.2595072,0.408891387161906
"332",NA,"SIMI VALLEY","2018-Q1",544500,"2018-01-01",2191.61900560177,435600,626.175,2817.79400560177,112711.760224071,0.44142496406194
"333",NA,"SOLVANG","2018-Q1",882497.5,"2018-01-01",3552.06298144362,705998,1014.872125,4566.93510644362,182677.404257745,0.132434289486198
"334",NA,"SONOMA","2018-Q1",750000,"2018-01-01",3018.75896088398,6e+05,862.5,3881.25896088398,155250.358435359,0.204561784401508
"335",NA,"SOUTH LAKE TAHOE","2018-Q1",487000,"2018-01-01",1960.18081860067,389600,560.05,2520.23081860067,100809.232744027,0.228638097113039
"336",NA,"SPRING VALLEY","2018-Q1",435000,"2018-01-01",1750.88019731271,348000,500.25,2251.13019731271,90045.2078925084,0.147837896225777
"337",NA,"STEVENSON RANCH","2018-Q1",704000,"2018-01-01",2833.6084112831,563200,809.6,3643.2084112831,145728.336451324,0.461611143482048
"338",NA,"STOCKTON","2018-Q1",283000,"2018-01-01",1139.07838124022,226400,325.45,1464.52838124022,58581.1352496089,0.426602160946832
"339",NA,"SUISUN CITY","2018-Q1",390500,"2018-01-01",1571.76716563359,312400,449.075,2020.84216563359,80833.6866253438,0.438971953325706
"340",NA,"SUNNYVALE","2018-Q1",1700000,"2018-01-01",6842.52031133703,1360000,1955,8797.52031133703,351900.812453481,0.150288528925509
"341",NA,"SUSANVILLE","2018-Q1",165000,"2018-01-01",664.126971394477,132000,189.75,853.876971394477,34155.0788557791,0.652064915443784
"342",NA,"TEMECULA","2018-Q1",452000,"2018-01-01",1819.30540042608,361600,519.8,2339.10540042608,93564.2160170433,0.494248599242355
"343",NA,"TEMPLE CITY","2018-Q1",820000,"2018-01-01",3300.50979723316,656000,943,4243.50979723316,169740.391889326,0.14035761824996
"344",NA,"TEMPLETON","2018-Q1",6e+05,"2018-01-01",2415.00716870719,480000,690,3105.00716870719,124200.286748288,0.27206825227769
"345",NA,"THOUSAND OAKS","2018-Q1",726950,"2018-01-01",2925.98243548615,581560,835.9925,3761.97493548615,150478.997419446,0.382213134784018
"346",NA,"TORRANCE","2018-Q1",737500,"2018-01-01",2968.44631153592,590000,848.125,3816.57131153592,152662.852461437,0.255976407281031
"347",NA,"TRACY","2018-Q1",472500,"2018-01-01",1901.81814535691,378000,543.375,2445.19314535691,97807.7258142764,0.417236766640544
"348",NA,"TRUCKEE","2018-Q1",7e+05,"2018-01-01",2817.50836349172,560000,805,3622.50836349172,144900.334539669,0.218489938439359
"349",NA,"TULARE","2018-Q1",215232.5,"2018-01-01",866.313384064616,172186,247.517375,1113.83075906462,44553.2303625846,0.555225072823559
"350",NA,"TURLOCK","2018-Q1",310000,"2018-01-01",1247.75370383205,248000,356.5,1604.25370383205,64170.1481532819,0.47419818852614
"351",NA,"TUSTIN","2018-Q1",709000,"2018-01-01",2853.73347102233,567200,815.35,3669.08347102233,146763.338840893,0.232261477262576
"352",NA,"TWENTYNINE PALMS","2018-Q1",129000,"2018-01-01",519.226541272045,103200,148.35,667.576541272045,26703.0616508818,0.738112333179698
"353",NA,"UKIAH","2018-Q1",413500,"2018-01-01",1664.34244043404,330800,475.525,2139.86744043404,85594.6976173615,0.246017220026492
"354",NA,"UNION CITY","2018-Q1",898000,"2018-01-01",3614.46072916509,718400,1032.7,4647.16072916509,185886.429166604,0.211767378009752
"355",NA,"UPLAND","2018-Q1",560000,"2018-01-01",2254.00669079337,448000,644,2898.00669079337,115920.267631735,0.26752467336763
"356",NA,"VACAVILLE","2018-Q1",436000,"2018-01-01",1754.90520926056,348800,501.4,2256.30520926056,90252.2083704223,0.448930441081653
"357",NA,"VALLEJO","2018-Q1",397000,"2018-01-01",1597.92974329459,317600,456.55,2054.47974329459,82179.1897317836,0.376541415492996
"358",NA,"VALLEY CENTER","2018-Q1",685000,"2018-01-01",2757.13318427404,548000,787.75,3544.88318427404,141795.327370962,0.270115703940409
"359",NA,"VALLEY SPRINGS","2018-Q1",349000,"2018-01-01",1404.72916979801,279200,401.35,1806.07916979801,72243.1667919206,0.45774515183078
"360",NA,"VICTORVILLE","2018-Q1",240000,"2018-01-01",966.002867482875,192000,276,1242.00286748287,49680.114699315,0.498184775767411
"361",NA,"VISALIA","2018-Q1",235250,"2018-01-01",946.88406073061,188200,270.5375,1217.42156073061,48696.8624292244,0.564778467835124
"362",NA,"VISTA","2018-Q1",505700,"2018-01-01",2035.44854202537,404560,581.555,2617.00354202537,104680.141681015,0.236063575045839
"363",NA,"WALNUT","2018-Q1",825000,"2018-01-01",3320.63485697238,660000,948.75,4269.38485697238,170775.394278895,0.258307093088605
"364",NA,"WALNUT CREEK","2018-Q1",690000,"2018-01-01",2777.25824401327,552000,793.5,3570.75824401327,142830.329760531,0.346373227696469
"365",NA,"WATSONVILLE","2018-Q1",549000,"2018-01-01",2209.73155936708,439200,631.35,2841.08155936708,113643.262374683,0.135073615162261
"366",NA,"WEST COVINA","2018-Q1",551500,"2018-01-01",2219.79408923669,441200,634.225,2854.01908923669,114160.763569468,0.29390654930538
"367",NA,"WEST SACRAMENTO","2018-Q1",375000,"2018-01-01",1509.37948044199,3e+05,431.25,1940.62948044199,77625.1792176797,0.40709629919239
"368",NA,"WESTLAKE VILLAGE","2018-Q1",927500,"2018-01-01",3733.19858162653,742000,1066.625,4799.82358162653,191992.943265061,0.326225931124595
"369",NA,"WESTMINSTER","2018-Q1",649500,"2018-01-01",2614.24526012553,519600,746.925,3361.17026012553,134446.810405021,0.177780888742614
"370",NA,"WHITTIER","2018-Q1",522500,"2018-01-01",2103.06874274918,418000,600.875,2703.94374274918,108157.749709967,0.339893249540125
"371",NA,"WILDOMAR","2018-Q1",419444,"2018-01-01",1688.26711145203,335555.2,482.3606,2170.62771145203,86825.1084580812,0.412042570578446
"372",NA,"WINCHESTER","2018-Q1",425000,"2018-01-01",1710.63007783426,340000,488.75,2199.38007783426,87975.2031133703,0.40395874871225
"373",NA,"WINDSOR","2018-Q1",685000,"2018-01-01",2757.13318427404,548000,787.75,3544.88318427404,141795.327370962,0.288425368964748
"374",NA,"WOODLAND","2018-Q1",376500,"2018-01-01",1515.41699836376,301200,432.975,1948.39199836376,77935.6799345504,0.409542011178071
"375",NA,"WRIGHTWOOD","2018-Q1",282000,"2018-01-01",1135.05336929238,225600,324.3,1459.35336929238,58374.1347716951,0.511520773108115
"376",NA,"YORBA LINDA","2018-Q1",830000,"2018-01-01",3340.75991671161,664000,954.5,4295.25991671161,171810.396668464,0.350460810125675
"377",NA,"YUBA CITY","2018-Q1",282000,"2018-01-01",1135.05336929238,225600,324.3,1459.35336929238,58374.1347716951,0.469384954118335
"378",NA,"YUCAIPA","2018-Q1",354000,"2018-01-01",1424.85422953724,283200,407.1,1831.95422953724,73278.1691814896,0.418537372971552
"379",NA,"YUCCA VALLEY","2018-Q1",208000,"2018-01-01",837.202485151825,166400,239.2,1076.40248515182,43056.099406073,0.487490044190504
