"","X1","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"195",NA,"MERCED","2018-Q3",259950,"2018-07-01",1087.32619417251,207960,298.9425,1386.26869417251,55450.7477669005,0.380483513166101
"196",NA,"MILL VALLEY","2018-Q3",1492500,"2018-07-01",6242.87110906896,1194000,1716.375,7959.24610906896,318369.844362758,0.282535945000409
"197",NA,"MILLBRAE","2018-Q3",1651500,"2018-07-01",6907.94079506022,1321200,1899.225,8807.16579506022,352286.631802409,0.114313914949017
"198",NA,"MILPITAS","2018-Q3",1070000,"2018-07-01",4475.62618874625,856000,1230.5,5706.12618874625,228245.04754985,0.187952534365626
"199",NA,"MISSION VIEJO","2018-Q3",720000,"2018-07-01",3011.63631392271,576000,828,3839.63631392271,153585.452556909,0.319615059381005
"200",NA,"MODESTO","2018-Q3",298000,"2018-07-01",1246.4828077069,238400,342.7,1589.1828077069,63567.312308276,0.463499723829108
"201",NA,"MONROVIA","2018-Q3",739000,"2018-07-01",3091.11004998456,591200,849.85,3940.96004998456,157638.401999383,0.178560624169604
"202",NA,"MONTCLAIR","2018-Q3",435000,"2018-07-01",1819.53027299497,348000,500.25,2319.78027299497,92791.2109197989,0.245228983431273
"203",NA,"MONTEREY","2018-Q3",825000,"2018-07-01",3450.83327636978,660000,948.75,4399.58327636978,175983.331054791,0.155362071116036
"204",NA,"MONTEREY PARK","2018-Q3",644000,"2018-07-01",2693.74136967532,515200,740.6,3434.34136967532,137373.654787013,0.192230040850055
"205",NA,"MOORPARK","2018-Q3",670750,"2018-07-01",2805.63202439397,536600,771.3625,3576.99452439397,143079.780975759,0.384762685350379
"206",NA,"MORAGA","2018-Q3",1066500,"2018-07-01",4460.98628999802,853200,1226.475,5687.46128999802,227498.451599921,0.37318196935198
"207",NA,"MORENO VALLEY","2018-Q3",335000,"2018-07-01",1401.24745161682,268000,385.25,1786.49745161682,71459.8980646727,0.42253493708257
"208",NA,"MORGAN HILL","2018-Q3",975000,"2018-07-01",4078.25750843701,780000,1121.25,5199.50750843701,207980.30033748,0.232490450672634
"209",NA,"MORRO BAY","2018-Q3",665000,"2018-07-01",2781.58076216473,532000,764.75,3546.33076216473,141853.230486589,0.122009867451629
"210",NA,"MOUNTAIN HOUSE","2018-Q3",625000,"2018-07-01",2614.26763361347,5e+05,718.75,3333.01763361347,133320.705344539,0.378003041657849
"211",NA,"MOUNTAIN VIEW","2018-Q3",1650000,"2018-07-01",6901.66655273955,1320000,1897.5,8799.16655273955,351966.662109582,0.17447483119924
"212",NA,"MURRIETA","2018-Q3",427999,"2018-07-01",1790.24629267029,342399.2,492.19885,2282.44514267029,91297.8057068115,0.447390773017854
"213",NA,"NAPA","2018-Q3",685000,"2018-07-01",2865.23732644036,548000,787.75,3652.98732644036,146119.493057614,0.23130061346302
"214",NA,"NATIONAL CITY","2018-Q3",435500,"2018-07-01",1821.62168710186,348400,500.825,2322.44668710186,92897.8674840746,0.203069114007632
"215",NA,"NEVADA CITY","2018-Q3",439000,"2018-07-01",1836.2615858501,351200,504.85,2341.1115858501,93644.463434004,0.256137357061611
"216",NA,"NEWARK","2018-Q3",950500,"2018-07-01",3975.77821719936,760400,1093.075,5068.85321719936,202754.128687974,0.14858384891154
"217",NA,"NEWMAN","2018-Q3",305000,"2018-07-01",1275.76260520337,244000,350.75,1626.51260520337,65060.5042081349,0.438714906472941
"218",NA,"NEWPORT BEACH","2018-Q3",2125000,"2018-07-01",8888.50995428579,1700000,2443.75,11332.2599542858,453290.398171431,0.150599209331779
"219",NA,"NIPOMO","2018-Q3",640916,"2018-07-01",2680.84152746401,512732.8,737.0534,3417.89492746401,136715.797098561,0.226824105902294
"220",NA,"NORCO","2018-Q3",575000,"2018-07-01",2405.12622292439,460000,661.25,3066.37622292439,122655.048916976,0.381597094531723
"221",NA,"NORTH HIGHLANDS","2018-Q3",250000,"2018-07-01",1045.70705344539,2e+05,287.5,1333.20705344539,53328.2821378155,0.405219006230016
"222",NA,"NORTH TUSTIN","2018-Q3",1180000,"2018-07-01",4935.73729226223,944000,1357,6292.73729226223,251709.491690489,0.234837573429668
"223",NA,"NORWALK","2018-Q3",483000,"2018-07-01",2020.30602725649,386400,555.45,2575.75602725649,103030.241090259,0.267020428046447
"224",NA,"NOVATO","2018-Q3",837000,"2018-07-01",3501.02721493515,669600,962.55,4463.57721493515,178543.088597406,0.224950801368228
"225",NA,"OAK HILLS","2018-Q3",428000,"2018-07-01",1790.2504754985,342400,492.2,2282.4504754985,91298.0190199401,0.397761179862554
"226",NA,"OAKDALE","2018-Q3",384500,"2018-07-01",1608.297448199,307600,442.175,2050.472448199,82018.8979279602,0.385965142506772
"227",NA,"OAKHURST","2018-Q3",248500,"2018-07-01",1039.43281112471,198800,285.775,1325.20781112471,53008.3124449886,0.454064339221148
"228",NA,"OAKLAND","2018-Q3",760000,"2018-07-01",3178.94944247398,608000,874,4052.94944247398,162117.977698959,0.186565358421759
"229",NA,"OAKLEY","2018-Q3",501000,"2018-07-01",2095.59693510455,400800,576.15,2671.74693510455,106869.877404182,0.422729294813015
"230",NA,"OCEANSIDE","2018-Q3",529000,"2018-07-01",2212.71612509044,423200,608.35,2821.06612509044,112842.645003618,0.255471811643387
"231",NA,"OJAI","2018-Q3",695000,"2018-07-01",2907.06560857817,556000,799.25,3706.31560857817,148252.624343127,0.229427125473076
"232",NA,"OLIVEHURST","2018-Q3",215000,"2018-07-01",899.308065963033,172000,247.25,1146.55806596303,45862.3226385213,0.552221202412468
"233",NA,"ONTARIO","2018-Q3",420000,"2018-07-01",1756.78784978825,336000,483,2239.78784978825,89591.51399153,0.296420126045904
"234",NA,"ORANGE","2018-Q3",687000,"2018-07-01",2873.60298286792,549600,790.05,3663.65298286792,146546.119314717,0.239890633715562
"235",NA,"ORANGEVALE","2018-Q3",387500,"2018-07-01",1620.84593284035,310000,445.625,2066.47093284035,82658.837313614,0.505616194379245
"236",NA,"ORINDA","2018-Q3",1460000,"2018-07-01",6106.92919212106,1168000,1679,7785.92919212106,311437.167684842,0.374915540632828
"237",NA,"OROVILLE","2018-Q3",216000,"2018-07-01",903.490894176814,172800,248.4,1151.89089417681,46075.6357670726,0.42855612012882
"238",NA,"OXNARD","2018-Q3",521000,"2018-07-01",2179.25349938019,416800,599.15,2778.40349938019,111136.139975207,0.270635783705616
"239",NA,"PACIFIC GROVE","2018-Q3",877000,"2018-07-01",3668.34034348642,701600,1008.55,4676.89034348642,187075.613739457,0.173027391380129
"240",NA,"PACIFICA","2018-Q3",1140360,"2018-07-01",4769.92998186792,912288,1311.414,6081.34398186792,243253.759274717,0.144851879332397
"241",NA,"PALM DESERT","2018-Q3",344000,"2018-07-01",1438.89290554085,275200,395.6,1834.49290554085,73379.7162216341,0.447391094112486
"242",NA,"PALM SPRINGS","2018-Q3",395000,"2018-07-01",1652.21714444371,316000,454.25,2106.46714444371,84258.6857777484,0.326234930821719
"243",NA,"PALMDALE","2018-Q3",323500,"2018-07-01",1353.14492715833,258800,372.025,1725.16992715833,69006.7970863332,0.428490482002121
"244",NA,"PALO ALTO","2018-Q3",2835000,"2018-07-01",11858.3179860707,2268000,3260.25,15118.5679860707,604742.719442827,0
"245",NA,"PALOS VERDES ESTATES","2018-Q3",1725000,"2018-07-01",7215.37866877317,1380000,1983.75,9199.12866877317,367965.146750927,0.325257257182113
"246",NA,"PARADISE","2018-Q3",274000,"2018-07-01",1146.09493057614,219200,315.1,1461.19493057614,58447.7972230457,0.4628800480422
"247",NA,"PASADENA","2018-Q3",850500,"2018-07-01",3557.4953958212,680400,978.075,4535.57039582121,181422.815832848,0.198675957353816
"248",NA,"PATTERSON","2018-Q3",369885,"2018-07-01",1547.16541385459,295908,425.36775,1972.53316385459,78901.3265541835,0.369854083136495
"249",NA,"PENN VALLEY","2018-Q3",371200,"2018-07-01",1552.66583295571,296960,426.88,1979.54583295571,79181.8333182284,0.360841043059903
"250",NA,"PERRIS","2018-Q3",325000,"2018-07-01",1359.419169479,260000,373.75,1733.169169479,69326.7667791601,0.376902588648745
"251",NA,"PETALUMA","2018-Q3",740000,"2018-07-01",3095.29287819834,592000,851,3946.29287819834,157851.715127934,0.232893515681982
"252",NA,"PHELAN","2018-Q3",270008,"2018-07-01",1129.39708034673,216006.4,310.5092,1439.90628034673,57596.2512138691,0.539652073104311
"253",NA,"PICO RIVERA","2018-Q3",490000,"2018-07-01",2049.58582475296,392000,563.5,2613.08582475296,104523.432990118,0.238253556843587
"254",NA,"PINOLE","2018-Q3",577500,"2018-07-01",2415.58329345884,462000,664.125,3079.70829345884,123188.331738354,0.316507777173601
"255",NA,"PISMO BEACH","2018-Q3",860000,"2018-07-01",3597.23226385213,688000,989,4586.23226385213,183449.290554085,0.156746236919838
"256",NA,"PITTSBURG","2018-Q3",450000,"2018-07-01",1882.2726962017,360000,517.5,2399.7726962017,95990.9078480678,0.350696777055786
"257",NA,"PLACENTIA","2018-Q3",695000,"2018-07-01",2907.06560857817,556000,799.25,3706.31560857817,148252.624343127,0.24984276855088
"258",NA,"PLACERVILLE","2018-Q3",410000,"2018-07-01",1714.95956765043,328000,471.5,2186.45956765043,87458.3827060174,0.326071368436153
"259",NA,"PLEASANT HILL","2018-Q3",782150,"2018-07-01",3271.59908740924,625720,899.4725,4171.07158740924,166842.863496369,0.249818255858559
"260",NA,"PLEASANTON","2018-Q3",1165000,"2018-07-01",4872.9948690555,932000,1339.75,6212.7448690555,248509.79476222,0.250428794202757
"261",NA,"PLUMAS LAKE","2018-Q3",355000,"2018-07-01",1484.90401589245,284000,408.25,1893.15401589245,75726.160635698,0.608535055976666
"262",NA,"POLLOCK PINES","2018-Q3",325500,"2018-07-01",1361.51058358589,260400,374.325,1735.83558358589,69433.4233434357,0.476540931142894
"263",NA,"POMONA","2018-Q3",430000,"2018-07-01",1798.61613192607,344000,494.5,2293.11613192607,91724.6452770426,0.284631169958176
"264",NA,"PORTERVILLE","2018-Q3",223900,"2018-07-01",936.535237065688,179120,257.485,1194.02023706569,47760.8094826275,0.44291385471689
"265",NA,"POWAY","2018-Q3",747000,"2018-07-01",3124.57267569481,597600,859.05,3983.62267569481,159344.907027793,0.309306756487477
"266",NA,"RAMONA","2018-Q3",536000,"2018-07-01",2241.99592258691,428800,616.4,2858.39592258691,114335.836903476,0.287164578290323
"267",NA,"RANCHO CORDOVA","2018-Q3",350000,"2018-07-01",1463.98987482354,280000,402.5,1866.48987482354,74659.5949929417,0.422917282043231
"268",NA,"RANCHO CUCAMONGA","2018-Q3",529900,"2018-07-01",2216.48067048284,423920,609.385,2825.86567048284,113034.626819314,0.36177900596165
"269",NA,"RANCHO MIRAGE","2018-Q3",484500,"2018-07-01",2026.58026957716,387600,557.175,2583.75526957716,103350.210783086,0.396880025544336
"270",NA,"RANCHO PALOS VERDES","2018-Q3",1237650,"2018-07-01",5176.87733878673,990120,1423.2975,6600.17483878673,264006.993551469,0.21583453412908
"271",NA,"RANCHO SANTA FE","2018-Q3",2275000,"2018-07-01",9515.93418635302,1820000,2616.25,12132.184186353,485287.367454121,0.155368781087425
"272",NA,"RANCHO SANTA MARGARITA","2018-Q3",645000,"2018-07-01",2697.9241978891,516000,741.75,3439.6741978891,137586.967915564,0.415780531332236
"273",NA,"REDDING","2018-Q3",286000,"2018-07-01",1196.28886914152,228800,328.9,1525.18886914152,61007.5547656609,0.425236440400455
"274",NA,"REDLANDS","2018-Q3",415000,"2018-07-01",1735.87370871934,332000,477.25,2213.12370871934,88524.9483487737,0.43004619323664
"275",NA,"REDONDO BEACH","2018-Q3",1153500,"2018-07-01",4824.89234459701,922800,1326.525,6151.41734459701,246056.693783881,0.161436401031653
"276",NA,"REDWOOD CITY","2018-Q3",1605000,"2018-07-01",6713.43928311938,1284000,1845.75,8559.18928311938,342367.571324775,0.133753558496716
"277",NA,"REEDLEY","2018-Q3",251500,"2018-07-01",1051.98129576606,201200,289.225,1341.20629576606,53648.2518306424,0.469594385246628
"278",NA,"RIALTO","2018-Q3",360000,"2018-07-01",1505.81815696136,288000,414,1919.81815696136,76792.7262784543,0.364814234345355
"279",NA,"RICHMOND","2018-Q3",525000,"2018-07-01",2195.98481223531,420000,603.75,2799.73481223531,111989.392489412,0.233843044475544
"280",NA,"RIO LINDA","2018-Q3",303000,"2018-07-01",1267.39694877581,242400,348.45,1615.84694877581,64633.8779510324,0.464684641057656
"281",NA,"RIO VISTA","2018-Q3",366500,"2018-07-01",1533.00654035094,293200,421.475,1954.48154035094,78179.2616140374,0.393510006979132
"282",NA,"RIPON","2018-Q3",5e+05,"2018-07-01",2091.41410689077,4e+05,575,2666.41410689077,106656.564275631,0.43405370080292
"283",NA,"RIVERBANK","2018-Q3",325000,"2018-07-01",1359.419169479,260000,373.75,1733.169169479,69326.7667791601,0.524150536307406
"284",NA,"RIVERSIDE","2018-Q3",406500,"2018-07-01",1700.3196689022,325200,467.475,2167.7946689022,86711.786756088,0.364785040294427
"285",NA,"ROCKLIN","2018-Q3",490000,"2018-07-01",2049.58582475296,392000,563.5,2613.08582475296,104523.432990118,0.442908863049591
"286",NA,"ROHNERT PARK","2018-Q3",539475,"2018-07-01",2256.5312506298,431580,620.39625,2876.9275006298,115077.100025192,0.222032198254587
"287",NA,"ROSAMOND","2018-Q3",255000,"2018-07-01",1066.62119451429,204000,293.25,1359.87119451429,54394.8477805718,0.572792480333275
"288",NA,"ROSEVILLE","2018-Q3",447613,"2018-07-01",1872.2882852554,358090.4,514.75495,2387.0432352554,95481.729410216,0.463437925146556
"289",NA,"ROWLAND HEIGHTS","2018-Q3",637000,"2018-07-01",2664.46157217885,509600,732.55,3397.01157217885,135880.462887154,0.212271487007033
"290",NA,"RUNNING SPRINGS","2018-Q3",224500,"2018-07-01",939.044933993957,179600,258.175,1197.21993399396,47888.7973597583,0.659009287906314
"291",NA,"SACRAMENTO","2018-Q3",325500,"2018-07-01",1361.51058358589,260400,374.325,1735.83558358589,69433.4233434357,0.434583889371912
"292",NA,"SALIDA","2018-Q3",334000,"2018-07-01",1397.06462340304,267200,384.1,1781.16462340304,71246.5849361215,0.561370602917598
"293",NA,"SALINAS","2018-Q3",480000,"2018-07-01",2007.75754261514,384000,552,2559.75754261514,102390.301704606,0.223551747866278
"294",NA,"SAN ANSELMO","2018-Q3",1175000,"2018-07-01",4914.82315119332,940000,1351.25,6266.07315119332,250642.926047733,0.211972577169334
"295",NA,"SAN BERNARDINO","2018-Q3",285000,"2018-07-01",1192.10604092774,228000,327.75,1519.85604092774,60794.2416371096,0.335364102830962
"296",NA,"SAN BRUNO","2018-Q3",1132500,"2018-07-01",4737.0529521076,906000,1302.375,6039.4279521076,241577.118084304,0.100706022342418
"297",NA,"SAN CARLOS","2018-Q3",1805000,"2018-07-01",7550.00492587569,1444000,2075.75,9625.75492587569,385030.197035028,0.223579431524752
"298",NA,"SAN CLEMENTE","2018-Q3",975000,"2018-07-01",4078.25750843701,780000,1121.25,5199.50750843701,207980.30033748,0.25205739670278
"299",NA,"SAN DIEGO","2018-Q3",618000,"2018-07-01",2584.987836117,494400,710.7,3295.687836117,131827.51344468,0.262635651751213
"300",NA,"SAN DIMAS","2018-Q3",612500,"2018-07-01",2561.9822809412,490000,704.375,3266.3572809412,130654.291237648,0.301355550256554
"301",NA,"SAN FRANCISCO","2018-Q3",1330000,"2018-07-01",5563.16152432946,1064000,1529.5,7092.66152432946,283706.460973178,0.168364756455535
"302",NA,"SAN GABRIEL","2018-Q3",799000,"2018-07-01",3342.07974281146,639200,918.85,4260.92974281146,170437.189712458,0.114410386157376
"303",NA,"SAN JACINTO","2018-Q3",290000,"2018-07-01",1213.02018199665,232000,333.5,1546.52018199665,61860.8072798659,0.405474513382398
"304",NA,"SAN JOSE","2018-Q3",1040000,"2018-07-01",4350.14134233281,832000,1196,5546.14134233281,221845.653693312,0.184459879109751
"305",NA,"SAN JUAN CAPISTRANO","2018-Q3",787500,"2018-07-01",3293.97721835297,630000,905.625,4199.60221835297,167984.088734119,0.24974535736378
"306",NA,"SAN LEANDRO","2018-Q3",698000,"2018-07-01",2919.61409321952,558400,802.7,3722.31409321952,148892.563728781,0.185933461882748
"307",NA,"SAN LORENZO","2018-Q3",691500,"2018-07-01",2892.42570982994,553200,795.225,3687.65070982994,147506.028393198,0.219650107822135
"308",NA,"SAN LUIS OBISPO","2018-Q3",730265,"2018-07-01",3054.57304553718,584212,839.80475,3894.37779553718,155775.111821487,0.149263963983803
"309",NA,"SAN MARCOS","2018-Q3",675000,"2018-07-01",2823.40904430254,540000,776.25,3599.65904430254,143986.361772102,0.196406903625463
"310",NA,"SAN MATEO","2018-Q3",1438000,"2018-07-01",6014.90697141786,1150400,1653.7,7668.60697141786,306744.278856715,0.138551387420436
"311",NA,"SAN PABLO","2018-Q3",445000,"2018-07-01",1861.35855513279,356000,511.75,2373.10855513279,94924.3422053115,0.217363803289029
"312",NA,"SAN RAFAEL","2018-Q3",1075000,"2018-07-01",4496.54032981516,860000,1236.25,5732.79032981516,229311.613192607,0.17489357081151
"313",NA,"SAN RAMON","2018-Q3",1059000,"2018-07-01",4429.61507839466,847200,1217.85,5647.46507839466,225898.603135786,0.301560240515784
"314",NA,"SANGER","2018-Q3",257900,"2018-07-01",1078.75139633426,206320,296.585,1375.33639633426,55013.4558533704,0.469425292280526
"315",NA,"SANTA ANA","2018-Q3",530000,"2018-07-01",2216.89895330422,424000,609.5,2826.39895330422,113055.958132169,0.184608889517765
"316",NA,"SANTA BARBARA","2018-Q3",1097500,"2018-07-01",4590.65396462525,878000,1262.125,5852.77896462525,234111.15858501,0.110337187124291
"317",NA,"SANTA CLARA","2018-Q3",1300000,"2018-07-01",5437.67667791601,1040000,1495,6932.67667791601,277307.067116641,0.145136122043295
"318",NA,"SANTA CLARITA","2018-Q3",470000,"2018-07-01",1965.92926047733,376000,540.5,2506.42926047733,100257.170419093,0.492904095673149
"319",NA,"SANTA CRUZ","2018-Q3",957500,"2018-07-01",4005.05801469583,766000,1101.125,5106.18301469583,204247.320587833,0.0988130708861627
"320",NA,"SANTA MARIA","2018-Q3",409000,"2018-07-01",1710.77673943665,327200,470.35,2181.12673943665,87245.0695774661,0.325149006469514
"321",NA,"SANTA PAULA","2018-Q3",490000,"2018-07-01",2049.58582475296,392000,563.5,2613.08582475296,104523.432990118,0.249887907689091
"322",NA,"SANTA ROSA","2018-Q3",595000,"2018-07-01",2488.78278720002,476000,684.25,3173.03278720002,126921.311488001,0.221212063766052
"323",NA,"SANTEE","2018-Q3",525000,"2018-07-01",2195.98481223531,420000,603.75,2799.73481223531,111989.392489412,0.353422540123738
"324",NA,"SARATOGA","2018-Q3",2820000,"2018-07-01",11795.575562864,2256000,3243,15038.575562864,601543.022514559,0
"325",NA,"SCOTTS VALLEY","2018-Q3",950000,"2018-07-01",3973.68680309247,760000,1092.5,5066.18680309247,202647.472123699,0.213634497878856
"326",NA,"SEAL BEACH","2018-Q3",905000,"2018-07-01",3785.4595334723,724000,1040.75,4826.2095334723,193048.381338892,0.144940677473396
"327",NA,"SEASIDE","2018-Q3",525000,"2018-07-01",2195.98481223531,420000,603.75,2799.73481223531,111989.392489412,0.213507188959617
"328",NA,"SEBASTOPOL","2018-Q3",865000,"2018-07-01",3618.14640492104,692000,994.75,4612.89640492104,184515.856196841,0.151931575540667
"329",NA,"SELMA","2018-Q3",247750,"2018-07-01",1036.29568996438,198200,284.9125,1321.20818996438,52848.3275985751,0.467772150357493
"330",NA,"SHASTA LAKE","2018-Q3",234000,"2018-07-01",978.781802024882,187200,269.1,1247.88180202488,49915.2720809953,0.486500236027611
"331",NA,"SHINGLE SPRINGS","2018-Q3",642500,"2018-07-01",2687.46712735464,514000,738.875,3426.34212735464,137053.685094186,0.314229481308843
"332",NA,"SIMI VALLEY","2018-Q3",575000,"2018-07-01",2405.12622292439,460000,661.25,3066.37622292439,122655.048916976,0.399100348724438
"333",NA,"SOLVANG","2018-Q3",807500,"2018-07-01",3377.6337826286,646000,928.625,4306.2587826286,172250.351305144,0.148870520060864
"334",NA,"SONOMA","2018-Q3",828250,"2018-07-01",3464.42746806457,662600,952.4875,4416.91496806457,176676.598722583,0.172250930310404
"335",NA,"SOUTH LAKE TAHOE","2018-Q3",430000,"2018-07-01",1798.61613192607,344000,494.5,2293.11613192607,91724.6452770426,0.272078470106163
"336",NA,"SPRING VALLEY","2018-Q3",440000,"2018-07-01",1840.44441406388,352000,506,2346.44441406388,93857.7765625552,0.135273658127877
"337",NA,"STEVENSON RANCH","2018-Q3",784000,"2018-07-01",3279.33731960473,627200,901.6,4180.93731960473,167237.492784189,0.403457822686352
"338",NA,"STOCKTON","2018-Q3",299925,"2018-07-01",1254.53475201843,239940,344.91375,1599.44850201843,63977.9400807372,0.394758679568345
"339",NA,"SUISUN CITY","2018-Q3",412000,"2018-07-01",1723.325224078,329600,473.8,2197.125224078,87885.0089631199,0.400432510884552
"340",NA,"SUNNYVALE","2018-Q3",1556935.5,"2018-07-01",6512.39373643808,1245548.4,1790.475825,8302.86956143808,332114.782457523,0.163843265915444
"341",NA,"SUSANVILLE","2018-Q3",165000,"2018-07-01",690.166655273955,132000,189.75,879.916655273955,35196.6662109582,0.642628399213376
"342",NA,"TEMECULA","2018-Q3",468000,"2018-07-01",1957.56360404976,374400,538.2,2495.76360404976,99830.5441619905,0.464203668466917
"343",NA,"TEMPLE CITY","2018-Q3",835000,"2018-07-01",3492.66155850759,668000,960.25,4452.91155850759,178116.462340304,0.130921388522024
"344",NA,"TEMPLETON","2018-Q3",621250,"2018-07-01",2598.58202781179,497000,714.4375,3313.01952781179,132520.781112471,0.247952607329003
"345",NA,"THOUSAND OAKS","2018-Q3",730000,"2018-07-01",3053.46459606053,584000,839.5,3892.96459606053,155718.583842421,0.375709855779634
"346",NA,"TORRANCE","2018-Q3",748628,"2018-07-01",3131.38232002685,598902.4,860.9222,3992.30452002685,159692.180801074,0.244479399065227
"347",NA,"TRACY","2018-Q3",493000,"2018-07-01",2062.1343093943,394400,566.95,2629.0843093943,105163.372375772,0.383108935531304
"348",NA,"TRUCKEE","2018-Q3",682000,"2018-07-01",2852.68884179901,545600,784.3,3636.98884179901,145479.553671961,0.220389481781967
"349",NA,"TULARE","2018-Q3",227000,"2018-07-01",949.502004528411,181600,261.05,1210.55200452841,48422.0801811364,0.521243929795188
"350",NA,"TURLOCK","2018-Q3",325000,"2018-07-01",1359.419169479,260000,373.75,1733.169169479,69326.7667791601,0.443261469227693
"351",NA,"TUSTIN","2018-Q3",689140,"2018-07-01",2882.55423524541,551312,792.511,3675.06523524541,147002.609409817,0.234671691680348
"352",NA,"TWENTYNINE PALMS","2018-Q3",119000,"2018-07-01",497.756557440004,95200,136.85,634.606557440004,25384.2622976002,0.759358665432823
"353",NA,"UKIAH","2018-Q3",400040,"2018-07-01",1673.29859864117,320032,460.046,2133.34459864117,85333.7839456468,0.249727713582355
"354",NA,"UNION CITY","2018-Q3",915000,"2018-07-01",3827.28781561012,732000,1052.25,4879.53781561012,195181.512624405,0.193508690869885
"355",NA,"UPLAND","2018-Q3",560000,"2018-07-01",2342.38379971767,448000,644,2986.38379971767,119455.351988707,0.259096634051783
"356",NA,"VACAVILLE","2018-Q3",442250,"2018-07-01",1849.85577754489,353800,508.5875,2358.44327754489,94337.7311017956,0.429051827988558
"357",NA,"VALLEJO","2018-Q3",419000,"2018-07-01",1752.60502157447,335200,481.85,2234.45502157447,89378.2008629787,0.341491080834455
"358",NA,"VALLEY CENTER","2018-Q3",633250,"2018-07-01",2648.77596637716,506600,728.2375,3377.01346637716,135080.538655087,0.29860276546017
"359",NA,"VALLEY SPRINGS","2018-Q3",324000,"2018-07-01",1355.23634126522,259200,372.6,1727.83634126522,69113.4536506088,0.489150850897082
"360",NA,"VICTORVILLE","2018-Q3",253000,"2018-07-01",1058.25553808673,202400,290.95,1349.20553808673,53968.2215234693,0.466894903736781
"361",NA,"VISALIA","2018-Q3",260000,"2018-07-01",1087.5353355832,208000,299,1386.5353355832,55461.4134233281,0.518023836010336
"362",NA,"VISTA","2018-Q3",540000,"2018-07-01",2258.72723544204,432000,621,2879.72723544204,115189.089417681,0.202073508960816
"363",NA,"WALNUT","2018-Q3",706000,"2018-07-01",2953.07671892977,564800,811.9,3764.97671892977,150599.068757191,0.322290222371206
"364",NA,"WALNUT CREEK","2018-Q3",759000,"2018-07-01",3174.76661426019,607200,872.85,4047.61661426019,161904.664570408,0.305037843920798
"365",NA,"WATSONVILLE","2018-Q3",595000,"2018-07-01",2488.78278720002,476000,684.25,3173.03278720002,126921.311488001,0.098272729937778
"366",NA,"WEST COVINA","2018-Q3",575000,"2018-07-01",2405.12622292439,460000,661.25,3066.37622292439,122655.048916976,0.260213576204837
"367",NA,"WEST SACRAMENTO","2018-Q3",390000,"2018-07-01",1631.3030033748,312000,448.5,2079.8030033748,83192.1201349921,0.385757877540923
"368",NA,"WESTLAKE VILLAGE","2018-Q3",949500,"2018-07-01",3971.59538898558,759600,1091.925,5063.52038898558,202540.815559423,0.305726731137358
"369",NA,"WESTMINSTER","2018-Q3",677750,"2018-07-01",2834.91182189044,542200,779.4125,3614.32432189044,144572.972875618,0.155498493028333
"370",NA,"WHITTIER","2018-Q3",543000,"2018-07-01",2271.27572008338,434400,624.45,2895.72572008338,115829.028803335,0.31086017409591
"371",NA,"WILDOMAR","2018-Q3",419900,"2018-07-01",1756.36956696687,335920,482.885,2239.25456696687,89570.1826786749,0.399351509934281
"372",NA,"WINCHESTER","2018-Q3",425000,"2018-07-01",1777.70199085716,340000,488.75,2266.45199085716,90658.0796342863,0.393039043143484
"373",NA,"WINDSOR","2018-Q3",657000,"2018-07-01",2748.11813645448,525600,755.55,3503.66813645448,140146.725458179,0.301589843833769
"374",NA,"WOODLAND","2018-Q3",390000,"2018-07-01",1631.3030033748,312000,448.5,2079.8030033748,83192.1201349921,0.388097977587084
"375",NA,"WRIGHTWOOD","2018-Q3",254000,"2018-07-01",1062.43836630051,203200,292.1,1354.53836630051,54181.5346520205,0.541867674504139
"376",NA,"YORBA LINDA","2018-Q3",856500,"2018-07-01",3582.59236510389,685200,984.975,4567.56736510389,182702.694604156,0.321437636036405
"377",NA,"YUBA CITY","2018-Q3",299500,"2018-07-01",1252.75705002757,239600,344.425,1597.18205002757,63887.2820011029,0.433399242873889
"378",NA,"YUCAIPA","2018-Q3",385000,"2018-07-01",1610.3888623059,308000,442.75,2053.1388623059,82125.5544922358,0.374727850070458
"379",NA,"YUCCA VALLEY","2018-Q3",220750,"2018-07-01",923.359328192276,176600,253.8625,1177.22182819228,47088.8731276911,0.45518565700672
